paper_id,citation_id,section,in_text_marker,cited_ref_number,cited_reference,classification,citation_context,citation_topic
algorithms-19-00612,algorithms-19-00612-C130,9. Conclusions,"[14,57,58,59]",14,"Huang, J.; Chang, K.C.C. Citation: A Key to Building Responsible and Accountable Large Language Models. arXiv 2024, arXiv:2307.02185.",background,"Integrating explicit citation insertion strategies, including pre hoc and post hoc contextual citation generation, could transform the framework into an explainable citation recommendation system [14,57–59].",future work: citation insertion / explainable citation recommendation
algorithms-19-00612,algorithms-19-00612-C131,9. Conclusions,"[14,57,58,59]",57,"Shen, J.; Zhou, T.; Chen, Y.; Liu, K.; Zhao, J. CiteLab: Developing and Diagnosing LLM Citation Generation Workflows via the Human-LLM Interaction. ACL 2025 (System Demonstrations), pp. 490-501.",background,"Integrating explicit citation insertion strategies, including pre hoc and post hoc contextual citation generation, could transform the framework into an explainable citation recommendation system [14,57–59].",future work: citation insertion / explainable citation recommendation
algorithms-19-00612,algorithms-19-00612-C132,9. Conclusions,"[14,57,58,59]",58,"Zhang, J.; Chen, J.; Maatouk, A.; Bui, N.; Xie, Q.; Tassiulas, L.; Shao, J.; Xu, H.; Ying, R. LitFM: A Retrieval Augmented Structure-aware Foundation Model For Citation Graphs. arXiv 2024, arXiv:2409.12177.",background,"Integrating explicit citation insertion strategies, including pre hoc and post hoc contextual citation generation, could transform the framework into an explainable citation recommendation system [14,57–59].",future work: citation insertion / explainable citation recommendation
algorithms-19-00612,algorithms-19-00612-C133,9. Conclusions,"[14,57,58,59]",59,"Zhu, Y.; Zhou, X.; Qiang, J.; Li, Y.; Yuan, Y.; Wu, X. Prompt-Learning for Short Text Classification. arXiv 2022, arXiv:2202.11345.",background,"Integrating explicit citation insertion strategies, including pre hoc and post hoc contextual citation generation, could transform the framework into an explainable citation recommendation system [14,57–59].",future work: citation insertion / explainable citation recommendation
algorithms-19-00612,algorithms-19-00612-C134,9. Conclusions,[8],8,"Faerber, M.; Jatowt, A. Citation recommendation: Approaches and datasets. Int. J. Digit. Libr. 2020, 21, 375-405.",background,"Likewise, incorporating a human-in-the-loop component would improve reliability for ambiguous citation contexts [8].",future work: human-in-the-loop for ambiguous citations
algorithms-19-00612,algorithms-19-00612-C135,9. Conclusions,"[60,61,62]",60,"Radulescu, C.Z.; Radulescu, M.; Boncea, R. A Hybrid Group Weighting Method based on the Borda and the Group Best Worst Method with application for digital development indicators. Procedia Comput. Sci. 2022, 214, 10-17.",background,"Finally, extending the hybrid architecture with graph-based influence models and adaptive ensemble weighting strategies could further enhance both classification performance and interpretability [60–62].",future work: graph-based influence models and adaptive ensemble weighting
algorithms-19-00612,algorithms-19-00612-C136,9. Conclusions,"[60,61,62]",61,"Cohan, A.; Goharian, N. Scientific document summarization via citation contextualization and scientific discourse. Int. J. Digit. Libr. 2017, 19, 287-303.",background,"Finally, extending the hybrid architecture with graph-based influence models and adaptive ensemble weighting strategies could further enhance both classification performance and interpretability [60–62].",future work: graph-based influence models and adaptive ensemble weighting
algorithms-19-00612,algorithms-19-00612-C137,9. Conclusions,"[60,61,62]",62,"Chen, X.; Li, M.; Gao, S.; Yan, R.; Gao, X.; Zhang, X. Scientific Paper Extractive Summarization Enhanced by Citation Graphs. EMNLP 2022, pp. 4053-4062.",background,"Finally, extending the hybrid architecture with graph-based influence models and adaptive ensemble weighting strategies could further enhance both classification performance and interpretability [60–62].",future work: graph-based influence models and adaptive ensemble weighting
algorithms-19-00612,algorithms-19-00612-C138,9. Conclusions,"[14,52]",14,"Huang, J.; Chang, K.C.C. Citation: A Key to Building Responsible and Accountable Large Language Models. arXiv 2024, arXiv:2307.02185.",background,"Overall, this work positions citation intent classification as an important building block for transparent, explainable, and ethically aligned AI systems supporting scientific knowledge discovery and scholarly communication [14,52].",citation intent classification as a building block for ethical AI systems
algorithms-19-00612,algorithms-19-00612-C139,9. Conclusions,"[14,52]",52,"Saier, T.; Faerber, M. unarXive: A large scholarly data set with publications' full-text, annotated in-text citations, and links to metadata. Scientometrics 2020, 125, 3085-3108.",background,"Overall, this work positions citation intent classification as an important building block for transparent, explainable, and ethically aligned AI systems supporting scientific knowledge discovery and scholarly communication [14,52].",citation intent classification as a building block for ethical AI systems
